Judul,Penulis,Tahun,topics,probabilities
pengalaman pengguna situs web jasa layanan importir metode design thinking studi pt dian sentosa abadi,"Krishna Yudie Aqilla Iqbal, Buce Trias Hanggara, Intan Sartika Eris Maghfiroh",03 Apr 2023,3,0.42595457779641843
user experience aplikasi online course berbasis mobile metode design thinking studi dicodingcom,"Amin Fadilah, Herman Tolle",03 Apr 2023,-1,0.0
user experience sistem manajemen bank sampah teratai putih kota batu simbastu berbasis android metode design thinking,"Rishani Putri Aprilli, Agi Putra Kharisma, Adam Hendra Brata",03 Apr 2023,63,0.31966353767191386
aplikasi pelaporan nilai akademik kompetensi peserta didik berbasis website studi sd islam riyadlul mubtadiin turen,"Ihza Aulya Nanda, Issa Arwani, Hariz Farisi",03 Apr 2023,-1,0.0
penyakit tanaman cabai metode learning vector quantization lvq,"Kukuh Haryobismoko, Lailil Muflikhah, Rizal Setya Perdana",03 Apr 2023,46,1.0
usability aplikasi pengklasifikasian biji kopi prediksi harga kopi discoffery metode usability testing,"Ilham Setyo  Nugroho, Hanifah Muslimah Az-Zahra, Kariyoto Kariyoto",03 Apr 2023,0,1.0
implementasi model pembelajaran project based learning hasil belajar siswa mata pelajaran komputer jaringan dasar smk negeri malang,"Nastiti Wijayanti, Admaja Dwi Herlambang, Prima Zulfarina",03 Apr 2023,-1,0.0
atribut key opinion leader kol media sosial instagram minat beli konsumen bootcamp online,"Sofi Shahira Khoirunnisa, Aryo  Pinandito",03 Apr 2023,57,0.8871207099938865
utilitarian value emotional value impulsive buying kepercayaan konsumen ecommerce indonesia,"Adhistia Salsabila Putri, Aryo Pinandito",03 Apr 2023,42,1.0
bootcamp online kesiapan kerja mahasiswa,"Huriyah Anisah Nur Humairoh, Aryo Pinandito",03 Apr 2023,-1,0.0
pengalaman pengguna aplikasi perangkat bergerak pencarian informasi praktik mandiri dokter spesialis kota mataram,"Lalu Alfitra Kallatida  Muhamad, Lutfi Fanani, Hanifah Muslimah Az-Zahra",03 Apr 2023,2,0.6821563239931872
user interface ui sistem informasi inventaris barang sekolah berbasis web metode human centered design hcd studi smkn blitar,"Tita Aprillia Puspa, Satrio Hadi Wijoyo, Aditya Rachmadi",03 Apr 2023,69,0.9807733817148984
emodul pembelajaran informatika metode research and development rd,"Alwan Zainul  Haq, Satrio Hadi Wijoyo, Khalid Rahman",03 Apr 2023,126,1.0
minat belajar motivasi belajar siswa perencanaan karier siswa jurusan teknik komputer jaringan smk negeri malang,"Alfian Farisi, Admaja Dwi Herlambang, Prima Zulvarina",03 Apr 2023,29,1.0
information overload linkedin perilaku penghentian penggunaan,"Pramesti Giasasmita Mellyana, Aryo  Pinandito",03 Apr 2023,57,0.7218643585683365
monitoring postur duduk pemain game online sensor load cell ultrasonik metode knearest neighbor knn berbasis arduino,"Loudry Alfarizy, Dahnial Syauqy, Rizal Setya  Perdana",03 Apr 2023,-1,0.0
user experience aplikasi marketplace handicraft metode humancentered design,"Muhammad Farid Muzayyani, Herman Tolle, Dwi Cahya Astriya Nugraha",03 Apr 2023,55,0.8447093371885949
pengalaman pengguna lms elearning uin malang metode ux curve sudut pandang pengajar studi dosen jurusan psikologi universitas islam negeri maulana malik ibrahim malang,"Muhammad Naufal Afif, Hanifah Muslimah Az-Zahra, Diah Priharsari",03 Apr 2023,-1,0.0
sentimen ulasan pengguna aplikasi info bmkg google play store indonesia,"Kurniawan Dwi Pratama, Dwija Wisnu Brata, Welly Purnomo",03 Apr 2023,9,1.0
deep learning algoritma efficientdet sistem deteksi kelayakan penerima bantuan langsung tunai berdasarkan citra rumah wilayah kabupaten kediri,"Muhammad Ferian Rizky Akbari, Bayu Rahayudi, Lailil Muflikhah",03 Apr 2023,-1,0.0
penyiraman tanaman bawang merah berdasarkan kondisi suhu udara kelembapan tanah ph tanah metode logika fuzzy,"Naufal Anis, Agung Setia  Budi",03 Apr 2023,-1,0.0
kesuburan daya ukur cakupan kelembaban tanah tanaman jambu merah berbasis arduino,"Much Rizki Pradana, Mochammad Hannats Hanafi Ichsan, Sabriansyah Rizqika Akbar",03 Apr 2023,-1,0.0
aplikasi perangkat bergerak pembelian bahan makanan berbasis android studi bahanbaku,"Rigel Vibi Ramadhan, Welly Purnomo, Hariz Farisi",03 Apr 2023,35,0.8235053397998782
pengalaman pengguna aplikasi perangkat bergerak lelang aset online metode user centered design ucd metode think aloud studi pt bank rakyat indonesia persero tbk regional office malang,"Hafizh Daffa Septianto, Agi Putra Kharisma, Dwija Wisnu Brata",03 Apr 2023,-1,0.0
perbaikan user experience aplikasi mobile cat bkd provinsi jawa timur heuristic evaluation usability testing,"Muhamad Lutfi Amirulloh, Eriq Muhammad Adams Jonemaro, Tri Afirianto",03 Apr 2023,0,1.0
monitoring gerakan situp berbasis data sensor accelerometer gyroscope algoritma knearest neighbor nodemcu esp,"Reza Arinda Pratama, Dahnial Syauqy, Agung Setia Budi",03 Apr 2023,-1,0.0
proses bisnis analisis spesifikasi persyaratan sistem informasi pemesanan layanan cv usaha berkah abadi,"Ferdiansyah Dicky Prayoga, Ismiarta Aknuranda",03 Apr 2023,27,0.08461726822291876
learning journey map antarmuka platform code maniac metode design thinking studi smkn malang,"Yuniska Prima Shafira, Retno Indah  Rokhmawati, Fajar Pradana",03 Apr 2023,-1,0.0
realtime os sistem perangkat wearable clevermask pemantauan pola pernapasan penanganan pasien terdampak covid kontinyu,"Fajar Rizki Putranto, Dahnial  Syauqy, Agung Setia  Budi",03 Apr 2023,-1,0.0
pengiriman data purwarupa sistem kontrol monitoring kanal air webserver,"Hamdan Malik Satriyo Aji, Mochammad Hannats Hanafi Ichsan, Sabriansyah Rizqika  Akbar",03 Apr 2023,91,1.0
gizi usia alergi meningkatkan kualitas hidup algoritma genetika,"Adhika Ramadhan, Imam Cholissodin, Lailil Muflikhah",03 Apr 2023,31,0.11337416470801279
modul digital interaktif berdasarkan sintaks pengajaran competency based training cbt mata pelajaran jaringan komputer internet jki smk negeri malang,"Sandhi Hendrawan, Admaja Dwi Herlambang, Satrio Hadi Wijoyo",03 Apr 2023,30,0.47070394030295887
sistem monitoring sungai berbasis loramqtt gateway,"Bimo Wismoyo Aji, Heru  Nurwasito",03 Apr 2023,91,1.0
user experience aplikasi mobile paco panduan coffee portal informasi kopi pendekatan humancentered design,"Sinta Dwi Ayu Kumala, Herman Tolle, Dwi Cahya Astriya  Nugraha",03 Apr 2023,106,0.7120940372662377
sistem informasi manajemen akademik sekolah metode prototyping studi sekolah sma negeri mojoagung,"Ahmad Dany  Mirza, Satrio Agung  Wicaksono, Aditya Rachmadi",03 Apr 2023,21,1.0
emodul interaktif model addie mata pelajaran dasardasar teknik jaringan komputer telekomunikasi studi kelas x jurusan tkj smkn malang,"Dian Ayu Mustika Ningtyas, Retno Indah Rokhmawati, Satrio Agung Wicaksono",03 Apr 2023,126,1.0
perbandingan dampak serangan distributed denial of service protokol routing ospf isis,"Ahdi Hudaya, Rakhmadhany Primananda",03 Apr 2023,59,0.868917175419985
implementasi unsur desain grafis media pembelajaran berbasis presentasi mata pelajaran pemrograman dasar motivasi belajar siswa smk,"Muhammad Isnainanda Andriyanto, Admaja Dwi Herlambang, Khalid Rahman",03 Apr 2023,30,0.6372031980365447
aplikasi android pelacak truk tebu sistem pos pantau pg kebon agung,"Abyan Setia Asa  Putra, Komang Candra Brata, Mahardeka Tri Ananta",03 Apr 2023,-1,0.0
aplikasi eportfolio berbasis website,"Hanif Aliffudin, Nurudin Santoso",03 Apr 2023,-1,0.0
pengalaman pengguna layanan peminjaman ruangan berbasis solusi digital masjid raden patah metode human centered design hcd,"Billy Haffas, Ismiarta Aknuranda",03 Apr 2023,20,0.38881047489046366
mutu citra buah jeruk keprok metode local binary pattern lbp,"Angelika Trivena Lodong, Agus Wahyu Widodo, Muh. Arif Rahman",03 Apr 2023,14,0.12749209253504126
sistem informasi manajemen inventaris sekolah menengah kejuruan berbasis web studi smk negeri malang,"Abdurrizqo Arrahman, Fajar Pradana, Faizatul Amalia",03 Apr 2023,21,0.802130580495228
pengalaman pengguna aplikasi agen perjalanan design thinking morvin tour travel,"Jessica Ayu Trinovanti, Ismiarta Aknuranda",03 Apr 2023,-1,0.0
rute wisata religi jawa timur algoritme genetika,"Achmad Fajar Sutanto, Arief Andy Soebroto, Imam Cholissodin",03 Apr 2023,-1,0.0
sistem klasifikasi buah jeruk peras jenis baby java diameter buah nilai sensor tegangan berbasis arduino uno metode naïve bayes,"Agung Satrio Widodo, Dahnial Syauqy, Eko Setiawan",03 Apr 2023,-1,0.0
pendeteksi atrial fibrilasi berdasarkan fitur mean median interval qt metode naïve bayes,"Batara Dolly Nababan, Edita Rosana Widasari, Agung Setia Budi",03 Apr 2023,117,1.0
bluetooth low energy telegram sistem monitoring control kunci pintu rumah routing multihop,"Fauzan Fatra Prathama, Mochammad Hannats Hanafi  Ichsan, Agung Setia Budi",03 Apr 2023,53,1.0
aplikasi perangkat bergerak pencarian partner lomba berbasis android clean architecture,"Tubagus Saifulloh, Agi Putra Kharisma, Dwija Wisnu Brata",03 Apr 2023,-1,0.0
aplikasi buku tamu berbasis web studi sekretariat dprd sidoarjo,"Firdha Sabiilarrasyad, Ismiarta Aknuranda",03 Apr 2023,-1,0.0
proses bisnis cv dinasty root cause analysis pendekatan lean,"Farhan Hisbullah A'isyi Basuki, Ismiarta Aknuranda, Andi Reza Perdanakusuma",03 Apr 2023,27,0.7367769427784971
aplikasi wbanizer pengelolaan kegiatan wardah beauty agent,"Uzlah Mawali Kubro, Adam Hendra Brata, Agi Putra Kharisma",03 Apr 2023,-1,0.0
playtesting gim a space for the unbound mechanic dynamic aesthetic framework,"Muhammad Haikal Fisabilillah, Eriq Muhammad Adams  Jonemaro, Tri Afirianto",15 Aug 2023,78,1.0
sistem deteksi anomali panel surya mikrokontroler algoritma knearest neighbors,"Fachry Ananta, Dahnial Syauqy, Barlian Henryranu Prasetio",15 Aug 2023,-1,0.0
cause analysis rca berbasis sentimen metode knearest neighbor knn studi pengunjung kolam renang brawijaya,"Nanda Petty Wahyuningtyas, Dian Eka Ratnawati, Nanang Yudi Setiawan",15 Aug 2023,12,0.8019514913071192
sistem pengelolaan toko sembako berbasis web studi toko berkat kembar,"Vogue Nevarika, Denny Sagita Rusdianto, Edy Santoso",15 Aug 2023,77,1.0
performa image loading library glide picasso aplikasi movieapp,"Bugi Pradana Nugroho, Muhammad Aminul Akbar, Aryo Pinandito",15 Aug 2023,-1,0.0
emodul interaktif sumber belajar materi komunikasi jaringan komputer telepon kelas xi teknik komputer jaringan smk negeri malang,"Hanifatul 'Izza, Wibisono Sukmo Wardhono, Aswin  Suharsono",15 Aug 2023,30,0.4518433019592672
model flipped classroom mata pelajaran pemrograman dasar hasil belajar siswa kelas x smk negeri malang,"Elsa Auliya  Rahma, Admaja Dwi Herlambang, Khalid Rahman",15 Aug 2023,-1,0.0
sentimen ulasan pengguna aplikasi shopee google play metode word embedding long short term memory lstm,"Izzatul Azizah, Imam Cholissodin, Novanto Yudistira",15 Aug 2023,76,0.628190667610839
bangun sistem klasifikasi kelayakan madu berdasarkan kadar gula warna penderita diabetes mellitus metode knearest neighbors,"Niko Aji Nugroho, Dahnial Syauqy, Fitri Utaminingrum",15 Aug 2023,-1,0.0
monitoring klasifikasi kesiapan panen sampah biodrying berdasarkan suhu kelembapan ph metode naive bayes,"Denis Reza  Ramdani, Dahnial Syauqy, Edita Rosana Widasari",15 Aug 2023,61,0.7437204742340876
deteksi kematangan stroberi hidroponik berdasarkan warna hue saturation value hsv berbasis graphical user interface gui python,"Muhammad Ammar Hassan, Hurriyatul Fitriyah, Edita Rosana Widasari",15 Aug 2023,14,0.2927110695411839
sistem deteksi node otomatis basis espnow tree topology wsn,"Varaz Adolfo, Agung Setia Budi",15 Aug 2023,-1,0.0
solder rework station chipset bga metode pid controller,"Syaafi’ Nurwahyono Sustami, Eko Setiawan",15 Aug 2023,-1,0.0
pengaman kendaraan roda pengenalan wajah principal component analisis,"Lucky Pamboro, Eko Setiawan",15 Aug 2023,18,0.6032835516965381
database elearning pt xyz metode database system development life cycle,"I Gusti Ngurah Kaler  Bramastha, Satrio Agung Wicaksono, Admaja Dwi Herlambang",15 Aug 2023,74,0.7623421967272195
sistem pendukung keputusan deteksi kelayakan kenaikan jabatan karyawan pt venturo pro indonesia metode analytic hirarchy process ahp,"Nashihul Ibad Al Amin, Bayu Rahayudi, Nanang Yudi Setiawan",15 Aug 2023,10,0.5858917963226302
penyediaan layanan perangkat smart home berbasis esp berdasarkan dataset time series kmeans,"Ghifari Adlil Baqi, Agung Setia Budi",15 Aug 2023,-1,0.0
suhu kelembapan udara budidaya microgreen lobak metode regresi linier berbasis arduino,"Rosa Mulyanis Chan, Hurriyatul Fitriyah, Edita Rosana Widasari",15 Aug 2023,61,0.7970358313336897
sensor mq sistem keamanan pendeteksi bau alkohol kabin mobil,"Anethasia Putri  Prasetyowati, Mochammad Hannats Hanafi Ichsan, Edita Rosana Widasari",15 Aug 2023,60,0.35805315978333974
kendali suhu kelembapan udara tanaman bayam microgreen ruangan tertutup regresi linier,"Zultoni Febriansyah, Hurriyatul Fitriyah, Rekyan Regasari Mardi Putri",15 Aug 2023,61,0.8266203729342223
user experience aplikasi pembagi tagihan berbasis mobile era new normal metode design thinking,"Khadija Rahmanisa Putri Pohan, Agi Putra Kharisma, Dwija Wisnu Brata",15 Aug 2023,3,0.5839791613253411
media pembelajaran emodul materi proxy server metode addie studi kelas xi jurusan tkj smk negeri malang,"Ellya Kusna Aura  Dewi, Wibisono Sukmo Wardhono, Aswin  Suharsono",15 Aug 2023,-1,0.0
pengalaman pengguna aplikasi kursus online teknologi informasi berbasis mobile metode humancentered design,"Tony Andhika Mahendra; Riswan Septriayadi Sianturi, Agi Putra Kharisma",15 Aug 2023,-1,0.0
implementasi metode pembelajaran peta konsep hasil belajar siswa mata pelajaran dasardasar desain komunikasi visual smkn malang,"Vika Wahyuni  Apriliyanti, Admaja Dwi Herlambang, Prima Zulvarina",15 Aug 2023,85,0.7628502169481454
brankas pintar rfid pengenalan wajah metode pca,"M Ilham Fadilah  Akbar, Rakhmadhany Primananda, Hurriyatul Fitriyah",15 Aug 2023,18,0.8001221494634269
hambatan arsitektural jalan kursi roda pintar model yolov berbasis tx,"Abiyyu Herwanto, Fitri Utaminingrum",15 Aug 2023,37,0.7975090029305836
automatic human tracking kursi roda pintar metode yolovtiny berbasis nvidia jetson tx,"Samuel Andika, Fitri Utaminingrum",15 Aug 2023,37,1.0
user experience aplikasi mobile mal pelayanan publik dki jakarta metode design thinking,"Gusti Kul Fathiriansyah, Herman Tolle, Buce Trias Hanggara",15 Aug 2023,3,0.8894362316631461
pendukung keputusan deteksi penyakit strok multiple attribute decision making simple additive weighting saw,"Rio Andika Dwiki Adhi Putra, Arief Andy Soebroto",15 Aug 2023,33,0.9567155967390002
sistem informasi manajemen pendataan pengungsi logistik berbasis web studi badan penanggulangan bencana daerah kota batu,"Alfeda Ivan Widiaputra, Riswan Septriayadi Sianturi, Agi Putra Kharisma",15 Aug 2023,83,0.6247998491735492
aplikasi manajemen penyewaan alat pesta tenda berbasis android cipta wahana karya,"Hafizh Fadhila Rizky, Agi Putra Kharisma, Aryo Pinandito",15 Aug 2023,-1,0.0
perancangan pengalaman pengguna aplikasi mobile kursus public speaking oberi app metode shadowing design thinking,"Oktaviani Dwi Nur  Aini, Lutfi Fanani, Tri Afirianto",15 Aug 2023,3,0.9214202294131123
klasifikasi permukaan jalan penghindaran jalan berlubang kursi roda pintar metode mobilenetvsmall,"Muhammad Raihan Wardana Budiarto, Fitri Utaminingrum",15 Aug 2023,37,0.8624125420825817
sistem manajemen rekam medis berbasis web studi klinik dokter praktek perorangan riduwan vidya wira pematang siantar,"Wornandes Michel  Sinaga, Komang Candra Brata, Adam Hendra Brata",15 Aug 2023,2,1.0
deteksi tomat matang hidroponik berdasarkan warna hue saturation value metode threshold berbasis graphical user interface,"Andy Hartono, Hurriyatul Fitriyah, Edita Rosana Widasari",15 Aug 2023,14,0.20254701588613613
perbaikan pengalaman pengguna aplikasi temuin metode user experience questionnaire heuristic evaluation,"Novian Ilham  Ramadhan, Riswan Septriayadi Sianturi, Fais Al Huda",15 Aug 2023,19,0.583048616671159
sentimen pemindahan kota indonesia media sosial twitter metode lstm wordvec,"Yunico Ardian Pradana, Imam Cholissodin, Diva Kurnianingtyas",15 Aug 2023,5,0.8375397679867662
pembuatan sistem informasi pemesanan katering kedai mbak tim berbasis android,"Rizky Nuansa Nanda Permana, Bayu Rahayudi, Welly Purnomo",15 Aug 2023,88,1.0
serangan wormhole kinerja protokol routing adhoc on demand multipath distance vector aomdv jaringan mobile adhoc network manet,"Mahardika Yuristyawan  Putra, Primantara Hari Trisnawan, Reza Andria  Siregar",15 Aug 2023,73,0.778961918610033
bangun alat sortir keju mozzarella metode klasifikasi naïve bayes,"Rizqi Muh. Muqoffi Ashshidiqi, Dahnial  Syauqy, Rekyan Regasari Mardi Putri",15 Aug 2023,-1,0.0
sistem informasi manajemen penilaian pendidikan berbasis web studi yayasan darul itqon kabupaten malang,"Ahmad Mustafirudin, Fajar Pradana, Arief Andy Soebroto",15 Aug 2023,21,0.8976395434793324
papan nama ruangan kendali kursi roda pintar yolovtiny easyocr berbasis tx,"Ainandafiq Muhammad  Alqadri, Fitri Utaminingrum",15 Aug 2023,37,0.5200829677254454
pengalaman pengguna aplikasi rental printer metode design thinking studi print pojok unesa ketintang surabaya,"Nata Nirwasita  Rasendriya, Agi Putra Kharisma, Mahardeka Tri Ananta",15 Aug 2023,3,0.47362297528872727
aplikasi pembelajaran bahasa bali berbasis android mvvm architecture jetpack compose,"I Putu Reditya Permana  Putra, Herman Tolle",15 Aug 2023,-1,0.0
platform informasi lowongan kerja teknik crowdsourcing media sosial twitter berbasis mobile studi hashtag lokercot,"Tsany Rijalu Ahimsa, Agi Putra Kharisma, Fais Al Huda",15 Aug 2023,5,0.35764499084456153
color space spesifikasi perancangan perangkat lunak embedded system deteksi penyakit busuk selada,"Muhammad Fatham Mubina Akbar, Hurriyatul Fitriyah, Sabriansyah Rizqika Akbar",15 Aug 2023,14,0.3380457918282977
modul dashboard job placement center aplikasi sarjana sakti,"Silvy Zafira Putri, Herman Tolle, Fais  Al Huda",15 Aug 2023,-1,0.0
sentimen dokumen twitter metode naïve bayes seleksi fitur gu metric,"Imanuel Juventius Todo Gurning, Putra Pandu Adikara, Rizal Setya Perdana",15 Aug 2023,5,1.0
perbandingan pencatatan data transaksi kasir klinik rumah sayang bunda kesalahan pencatatan sistem manual sistem aplikasi adminrsb,"Zikri Kurnia  Aizet, Aryo Pinandito, Welly Purnomo",15 Aug 2023,2,0.557004990055312
user experience aplikasi jasa foto produk human centered design,"Hafiz Azhari Aritonang, Riswan Septriayadi  Sianturi, Agi Putra Kharisma",15 Aug 2023,94,1.0
sistem informasi log management server monitoring elk elastic search logstash kibana stack aplikasi padichain pt bank rakyat indonesia,"Angga Setiyawan, Aryo  Pinandito, Welly Purnomo",15 Aug 2023,32,0.8285034931387324
judul berita online metode support vector machine svm seleksi fitur chisquare,"Putu Rama Bena Putra, Indriati Indriati, Rizal Setya Perdana",15 Aug 2023,9,1.0
covid dunia metode long shortterm memory,"Adhipramana Raihan Yuthadi, Imam Cholissodin, Edy Santoso",15 Aug 2023,76,1.0
variasi model arsitektur efficientnetv prediksi sel kanker serviks,"Duwi Purnama Sidik, Fitri  Utaminingrum, Lailil Muflikhah",15 Aug 2023,113,1.0
sistem manajemen pelatihan asn berbasis website badan kepegawaian pengembangan sumber daya manusia kabupaten situbondo,"Ari Syuhada, Denny Sagita Rusdianto, Mahardeka Tri Ananta",15 Aug 2023,21,0.46218172311433603
panen varietas unggul kedelai knearest neighbor,"Zaien Bin Umar Alaydrus, Arief Andy Soebroto",15 Aug 2023,1,0.8706717186177065
aplikasi monitoring evaluasi kinerja siswa magang indonesia learning center berbasis android,"Mohammad Arkan Ridhwan  Razan, Issa Arwani, Hariz Farisi",15 Aug 2023,22,1.0
aplikasi berbasis website reservasi studi rumah sayang bunda,"Khairiyan Hidayat Ramadhan, Aryo Pinandito, Djoko Pramono",15 Aug 2023,-1,0.0
antarmuka aplikasi pembelajaran sistem bilangan mata pelajaran sistem komputer metode human centered design studi kelas x sija smk negeri malang,"Muthia Rifdah  Mardatillah, Hanifah Muslimah  Az-Zahra, Wibisono Sukmo  Wardhono",15 Aug 2023,-1,0.0
mekanik gim edukasi kimia tabel periodik unsur metode iterative rapid prototyping,"Davin Benaya, Tri Afirianto, Muhammad Aminul Akbar",15 Aug 2023,-1,0.0
perbaikan desain antarmuka pengguna situs web sma negeri kraksaan metode website usability evaluation tool webuse human centered design hcd,"Risky Ayuningdias, Satrio Hadi Wijoyo, Hanifah Muslimah Az-Zahra",29 Sep 2023,-1,0.0
pengendali penyiraman tanaman jamur tiram berdasarkan suhu kelembaban metode knearest neighbor,"Iko Arthamonova, Eko Setiawan",29 Sep 2023,61,1.0
sistem informasi manajemen katering studi catering jasmine koperasi wanita patra kota dumai,"Reza Muhammad Rizky, Nurudin Santoso",29 Sep 2023,-1,0.0
kerusakan transmisi mobil otomatis torque converter pendekatan improved knearest neighbor,"Muhammad Erico Ricardo, Indriati Indriati, Achmad Ridok",29 Sep 2023,-1,0.0
web responsive media pemasaran studi toko nammar butik,"Eric Den Joy Surbakti, Eriq Muhammad Adams Jonemaro, Tri Afirianto",29 Sep 2023,77,0.9374539392798665
purwarupa aplikasi pembayaran iuran komite sekolah studi smk negeri malang,"Maria Imaculata Astrid Wahyuningtyas, Hanifah Muslimah Az-Zahra, Almira Syawli",29 Sep 2023,21,0.49211138633497514
informasi data logbook kkn mahasiswa fakultas ilmu komputer universitas brawijaya malang metode ner named entity recognition,"Maulana Raga Azizi, Widhy Hayuhardika Nugraha Putra, Issa Arwani",29 Sep 2023,58,0.8428277943627085
aplikasi web layanan rtrw desa made kabupaten lamongan metode prototipe,"Indra Nanda Rachmawan, Herman Tolle, Retno Indah Rokhmawati",29 Sep 2023,-1,0.0
aplikasi pembelajaran bahasa jawa materi basa rinengga berbasis android sma negeri blitar,"Arlinno Ganda Saputra, Mahardeka Tri Ananta, Agi Putra Kharisma",29 Sep 2023,22,0.8434736440228389
user experience aplikasi dibimbingid metode design thinking,"Muhammad Nurhidayat, Herman Tolle",29 Sep 2023,3,0.4443749195852621
modul digital berbasis website metode d meningkatkan hasil belajar siswa kelas x rekayasa perangkat lunak smk negeri kepanjen materi uiux,"Firda Zuhrotul Ma'wa, Retno Indah Rokhmawati, Faizatul  Amalia",29 Sep 2023,-1,0.0
sistem monitoring kelembaban penyiraman otomatis berbasis internet of things perkebunan salak desa duda timur,"I Kadek Dwi Cahya Nurhadinata, Widhy Hayuhardhika Nugraha Putra, Issa Arwani",29 Sep 2023,-1,0.0
ruangan espnow berbasis wireless sensor network trilateration model free space path loss,"Heris Warli  Huda, Agung Setia Budi",29 Sep 2023,7,0.8554832619395984
kinerja mekanisme caching redis moodle,Asrorul Hidayatut Tya Harianto,29 Sep 2023,-1,0.0
data twitter transisi pandemi endemi latent semantic analysis lsa,"Miftahul Fiqri, Indriati Indriati, Rizal Setya Perdana",29 Sep 2023,5,0.696426685115429
chatbot frequently asked question faq universitas brawijaya berbasis voice command raspberry pi metode naïve bayes,"Nicolash Jeremy Onoma  Lase, Rizal Setya Perdana, Dahnial Syauqy",29 Sep 2023,58,1.0
user experience aplikasi storyou meningkatkan engagement kalangan remaja pemanfaatan gamification studi hayvee,"Ayura Safa Chintami, Hanifah Muslimah Az-Zahra, Ziadatul Hikmiah",29 Sep 2023,-1,0.0
protoype sistem deteksi letak gerak wireless sensor network berbasis esp,"Mujianto Anda  Parja, Barlian Henryranu Prasetio, Dahnial Syauqy",29 Sep 2023,7,1.0
model pembelajaran problem based learning discovery learning hasil belajar siswa mata pelajaran dasar desain grafis studi smk queen alfalah kabupaten kediri,"Nidi Amalia Fadhlika, Satrio Hadi Wijoyo, Adwaja Dwi Herlambang",29 Sep 2023,85,1.0
sistem manajemen inventaris alat barang berbasis web sekolah dasar studi sekolah dasar swasta lembaga pendidikan islam attaufiq cempaka putih,"Muhammad Emil Fauzan  Irawan, Denny Sagita Rusdianto, Edy Santoso",29 Sep 2023,-1,0.0
sistem reservasi rental kendaraan trip wisata berbasis web studi g tour travel,"Achmad Anshori, Adam Hendra Brata, Lutfi Fanani",29 Sep 2023,39,1.0
sistem informasi pengelolaan pemesanan toko kue produk roti berbasis web studi umkm banaboolen kota bekasi,"Irhamsyah Reva Novrian, Adam Hendra Brata, Komang Candra Brata",29 Sep 2023,109,1.0
performa android networking library fast android network library retrofit okhttp,"Bagus Vernanda Adi Prayoga, Aryo Pinandito, Agi Putra Kharisma",29 Sep 2023,-1,0.0
perbaikan alur navigasi situs web indonesiagoid media egovernment public relations gpr kementerian komunikasi informatika kemenkominfo pendekatan tree testing card sorting,"Manuel Nicholas, Hanifah Muslimah Az-Zahra, Almira Syawli",29 Sep 2023,70,1.0
perbedaan hasil belajar kognitif siswa strategi pembelajaran projectbased learning konvensional kelas xi tkj smk negeri malang,"Kristantheo Nathaniel Damara  Putra, Satrio Hadi Wijoyo, Satrio Agung Wicaksono",29 Sep 2023,85,0.8262298487855565
user experience aplikasi manajemen distribusi pupuk subsidi metode humancentered design studi kios pesona tunggulwulung kecamatan lowokwaru,"Dirgahayu Tyas Maghfiroh, Riswan Septriayadi Sianturi, Agi Putra Kharisma",29 Sep 2023,-1,0.0
aplikasi back office daycare berbasis web,"Nur Syafi' Maulana  Akbar, Lutfi Fanani, Adam Hendra  Brata",29 Sep 2023,-1,0.0
kinerja hostbased intrution detection system wazuh serangan brute force dos,"Oky Dwi  Prasetyo, Primantara Hari Trisnawan, Adhitya Bhawiyuga",29 Sep 2023,74,1.0
bot network botnet metode decision tree dataset ctu,"Rendya Fadil Adji Bintoro, Primantara Hari Trisnawan, Mahendra Data",29 Sep 2023,64,0.33455434773877796
perancangan ulang desain ui ux aplikasi ipusnas penerapan elemen gamifikasi,"Almaas Rozikin Herawan, Retno Indah Rokhmawati, Muhammad Aminul Akbar",29 Sep 2023,-1,0.0
antarmuka pengguna situs web cv bentang karya metode human centered design,"Indrajaya Fikri Rosyidi, Retno Indah  Rokhmawati, Aryo  Pinandito",29 Sep 2023,20,0.4659454830106824
sistem informasi manajemen penjualan eticketing wahana bnsindigokart,"I Made Yudi Anantha Kusuma, Djoko Pramono, Muhammad Aminul Akbar",29 Sep 2023,111,0.971536870436236
aspek usability situs myalkes metode usability testing system usability scale,"Patrick Jore Idota, Satrio Hadi Wijoyo, Yusi Tyroni Mursityo",29 Sep 2023,0,1.0
sentimen berbasis aspek data ulasan metode knearest neighbor studi aplikasi olsera pos,"Haris Haris, Dian Eka Ratnawati",29 Sep 2023,12,1.0
sentimen feed back mahasiswa dosen prodi teknologi informasi departemen sistem informasi fakultas ilmu komputer universitas brawijaya,"I Made Yoga Adhitya, Dian Eka Ratnawati, Issa Arwani",29 Sep 2023,13,1.0
model pembelajaran discovery learning penerapan media ahaslides hasil belajar peserta didik kelas x mata pelajaran informatika smkn malang,"Hana Rizkia Iswana Putri, Satrio Hadi Wijoyo, Khalid  Rahman",29 Sep 2023,30,0.6054403457005157
user experience webstore penjualan produk kopi olahan kopi metode humancentered design studi umkm surya kencana,"Mohammad Faudzan Azizunhakim, Hanifah Muslimah Az-Zahra, Niken Hendrakusma Wardani",29 Sep 2023,-1,0.0
metode kmeans clustering ulasan perumahan pt xyz google maps formulasi strategi bisnis analisis swot,"Rakhmad Fajar Ramadhan, Satrio Hadi Wijoyo, Mochamad Chandra Saputra",29 Sep 2023,51,0.8354452627157782
